,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
2803,2633,drymophila caudata,143.7,Medium,11.9,Forest,Dense habitats,1,Carnivore,1.90,6.97,4.56,-73.98,18604.27,"The East Andean antbird (Drymophila caudata) is a species of bird in the family Thamnophilidae.
It is found at high levels in humid highland forests, especially near bamboo, and is endemic to the western slope of the Eastern Andes and the Upper Magdalena Valley in Caquetá and Huila in Colombia. This 15 cm (5.9 in) bird is found at high elevations of about 1,500-2,500 m. It was formerly considered conspecific with the Klages's antbird, the Santa Marta antbird, and the streak-headed antbird and together called the long-tailed antbird.",Near Threatened
2804,1207,drymophila devillei,133.8,Small,10.2,Forest,Dense habitats,1,Carnivore,-16.93,2.78,-9.34,-63.23,2101473.55,"The striated antbird (Drymophila devillei) is a species of bird in the family Thamnophilidae, the antbirds. It is found in the western and south-central Amazon in South America. As presently defined, it has two subspecies: the nominate subspecies in the west, and D. d. subochracea in the south-central Amazon. The latter is sometimes known as the Xingu antbird, but this leads to confusion with Willisornis vidua.",Least Concern
2805,1882,drymophila ferruginea,133.3,Small,10.6,Forest,Dense habitats,1,Carnivore,-27.97,-13.55,-21.15,-44.82,506171.48,The ferruginous antbird (Drymophila ferruginea) is an insectivorous bird in the antbird family Thamnophilidae. It is endemic to Atlantic Forest in south-eastern Brazil. It was formerly considered conspecific with the very similar Bertoni's antbird.,Least Concern
2806,895,drymophila genei,141.6,Small,11.4,Forest,Dense habitats,1,Carnivore,-23.69,-19.62,-21.59,-43.15,24959.28,The rufous-tailed antbird (Drymophila genei) is a species of bird in the family Thamnophilidae.,Least Concern
2807,431,drymophila hellmayri,149.2,Medium,11.9,Forest,Dense habitats,1,Carnivore,10.73,11.15,10.94,-73.77,3040.78,"The Santa Marta antbird (Drymophila hellmayri) is a species of bird in the family Thamnophilidae. It is endemic to humid foothill forests of the Sierra Nevada de Santa Marta in Colombia, especially in association with bamboo. This 15 cm (6 in) bird is found at higher elevations. It was previously considered conspecific with the long-tailed antbird.",Near Threatened
2808,511,drymophila klagesi,149.2,Medium,11.9,Forest,Dense habitats,1,Carnivore,6.89,11.04,9.48,-68.90,58183.48,"Klages's antbird (Drymophila klagesi) is a species of bird in the family Thamnophilidae. It is found in humid foothill forests (Serranía de Perijá to Venezuelan Coastal Range), especially in association with bamboo. This 15 cm (6 in) bird is found at higher elevations. It was previously considered conspecific with the long-tailed antbird.",Least Concern
2809,2254,drymophila malura,154.2,Medium,13.0,Forest,Dense habitats,1,Carnivore,-30.44,-19.45,-25.09,-49.96,769759.91,"The dusky-tailed antbird (Drymophila malura) is an insectivorous bird in the antbird family Thamnophilidae. It is found in southeast Brazil, southern Paraguay, and northeast Argentina (Misiones Province). Its natural habitat is subtropical or tropical moist lowland forest.",Least Concern
2810,2558,drymophila ochropyga,132.2,Small,10.5,Forest,Dense habitats,1,Carnivore,-28.06,-11.82,-21.90,-45.83,359922.99,"The ochre-rumped antbird (Drymophila ochropyga) is a species of bird in the antbird family Thamnophilidae. It is endemic to Brazil, in the east and south east of the country in the Atlantic Forest Mountains EBA. It has fairly specific habitat requirements, mostly being found in dense bamboo thickets and the thick understory of montane forest, and also more rarely in lowland evergreen forest, from 300 to 1,950 m (980–6,400 ft).[2]",extant
2811,2137,drymophila rubricollis,138.1,Small,10.0,Forest,Dense habitats,1,Carnivore,-27.96,-21.92,-24.97,-51.68,329402.94,"Bertoni's antbird (Drymophila rubricollis) is a species of bird in the family Thamnophilidae. It is found in the Atlantic Forest of south-eastern Brazil, eastern Paraguay and far north-eastern Argentina (Selva Misionera). It was formerly considered conspecific with the very similar ferruginous antbird.",extant
2812,5152,drymophila squamata,124.6,Small,10.8,Forest,Dense habitats,1,Carnivore,-27.22,-8.66,-19.36,-42.14,340038.68,The scaled antbird (Drymophila squamata) is a species of bird in the family Thamnophilidae. It is endemic to Brazil.,extant
2813,692,drymophila striaticeps,146.8,Medium,12.2,Forest,Dense habitats,1,Carnivore,-16.05,7.25,-4.21,-75.59,193411.84,"The streak-headed antbird (Drymophila striaticeps) is a species of bird in the family Thamnophilidae. It is found in humid highland forests, especially near bamboo, ranging through the Andes from Bolivia to Colombia. This 15 cm (6 in) bird is found at higher elevations. It was previously considered conspecific with the long-tailed antbird.",Least Concern
2814,5103,drymornis bridgesii,281.6,Medium,92.62,Woodland,Semi-open habitats,1,Carnivore,-38.84,-19.03,-29.58,-61.55,1433240.56,"The scimitar-billed woodcreeper (Drymornis bridgesii) is a species of bird in the subfamily Dendrocolaptinae of the ovenbird family Furnariidae.[2] It is found in Argentina, Bolivia, Brazil, Paraguay, and Uruguay.[3]",Least Concern
2815,3823,drymotoxeres pucheranii,267.3,Medium,70.5,Forest,Dense habitats,1,Carnivore,-13.59,7.07,-5.55,-75.47,141869.45,"The greater scythebill (Drymotoxeres pucheranii) is a Near Threatened species of suboscine passerine bird in the subfamily Dendrocolaptinae of the ovenbird family Furnariidae. It is found in Colombia, Ecuador, and Peru.[3]",Near Threatened
2816,6138,dryobates cathpharius,175.6,Medium,30.74,Forest,Semi-open habitats,1,Carnivore,21.99,29.61,27.00,93.48,125806.92,"The crimson-naped woodpecker, crimson-breasted woodpecker or scarlet-breasted woodpecker (Dryobates cathpharius) is a species of bird in the family Picidae. It is found in Bhutan, China, India, Myanmar and Nepal. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests. It was previously considered conspecific with necklaced woodpecker.",extant
2817,10664,dryobates minor,164.6,Medium,19.8,Forest,Dense habitats,1,Carnivore,33.24,70.75,54.79,69.33,18548908.46,,extant
2818,8007,dryobates nuttallii,191.0,Medium,37.39,Woodland,Semi-open habitats,1,Carnivore,31.91,41.79,37.30,-120.59,183833.95,Nuttall's woodpecker (Dryobates nuttallii) is a species of woodpecker named after naturalist Thomas Nuttall in 1843. They are found in oak woodlands of California and are similar to the ladder-backed woodpecker in both genetics and appearance.[2],Least Concern
2819,10669,dryobates pubescens,165.7,Medium,25.55,Woodland,Semi-open habitats,1,Carnivore,24.53,68.30,48.23,-104.67,12800223.82,,extant
2820,9257,dryobates scalaris,172.8,Medium,31.59,Shrubland,Semi-open habitats,1,Carnivore,12.26,39.33,27.02,-103.20,2902465.04,The ladder-backed woodpecker (Dryobates scalaris) is a North American woodpecker.,extant
2821,5295,dryocopus hodgei,362.2,Large,156.0,Forest,Semi-open habitats,1,Carnivore,10.51,13.68,12.29,92.78,5706.32,The Andaman woodpecker (Dryocopus hodgei) is a species of bird in the woodpecker family Picidae. It is endemic to the Andaman Islands in India. Its natural habitat is tropical moist lowland forests. It is threatened by habitat loss.,Vulnerable
2822,8529,dryocopus javensis,414.1,Large,271.4,Forest,Dense habitats,1,Carnivore,-8.78,39.87,10.17,104.65,2693444.77,"The white-bellied woodpecker or great black woodpecker (Dryocopus javensis) is a woodpecker species inhabiting evergreen forests in tropical Indian subcontinent and Southeast Asia. It is among the largest of the Asiatic woodpeckers and nests in large dead trees, often beside rivers. It has 14 subspecies, and many of its island forms are endangered, some are extinct. Populations differ in the distribution and extent of white. Its drums and calls are louder than those of the smaller woodpeckers.",extant
2823,10768,dryocopus martius,449.2,Large,321.0,Forest,Dense habitats,1,Carnivore,29.72,69.48,56.28,84.16,19634445.89,,Not Evaluated
2824,5376,dryolimnas cuvieri,236.0,Medium,182.38,Forest,Semi-open habitats,1,Carnivore,-25.61,-9.34,-19.38,46.70,590995.52,"The white-throated rail (Dryolimnas cuvieri) or Cuvier's rail, is a species of bird in the family Rallidae.",extant
2825,1208,dryoscopus angolensis,175.8,Medium,36.0,Forest,Dense habitats,1,Carnivore,-11.27,8.31,-1.53,22.83,372335.76,The pink-footed puffback (Dryoscopus angolensis) is a species of bird in the family Malaconotidae.,extant
2826,7188,dryoscopus cubla,166.9,Medium,26.23,Woodland,Semi-open habitats,1,Carnivore,-34.21,3.48,-13.69,28.38,5720470.90,"The black-backed puffback (Dryoscopus cubla) is a species of passerine bird in the family Malaconotidae. They are common to fairly common sedentary bushshrikes in various wooded habitats in Africa south of the equator. They restlessly move about singly, in pairs or family groups, and generally frequent tree canopies. Like others of its genus, the males puff out the loose rump and lower back feathers in display, to assume a remarkable ball-like appearance.[2] They draw attention to themselves by their varied repertoire of whistling, clicking and rasping sounds. Their specific name cubla, originated with Francois Levaillant, who derived it from a native southern African name, where the ""c"" is an onomatopoeic click sound.[3] None of the other five puffback species occur in southern Africa.",extant
2827,3832,dryoscopus gambensis,190.9,Medium,31.9,Woodland,Semi-open habitats,1,Carnivore,-7.43,17.21,7.87,14.47,5608614.97,"The northern puffback (Dryoscopus gambensis) is a species of bird in the family Malaconotidae.
It is found in northern sub-Saharan Africa. It forms a superspecies with the black-backed puffback, which replaces it in eastern equatorial and southern Africa.[2]",extant
2828,1414,dryoscopus pringlii,147.8,Medium,19.7,Shrubland,Semi-open habitats,1,Carnivore,-6.46,7.66,0.64,39.31,448813.35,"Pringle's puffback (Dryoscopus pringlii) is a species of bird in the family Malaconotidae.
It is found in southern Ethiopia, Kenya, Somalia, and northern Tanzania.
Its natural habitat is dry savanna.",Least Concern
2829,716,dryoscopus sabini,176.7,Medium,37.12,Forest,Dense habitats,1,Carnivore,-9.83,9.42,2.52,7.64,1205106.96,"Sabine's puffback (/ˈseɪbɪn/ SAY-bin; Dryoscopus sabini), also known as the large-billed puffback, is a species of bird in the family Malaconotidae.  It is native to the African tropical rainforest (western and sparsely throughout Central Africa).  Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical swamps.",extant
2830,1299,dryoscopus senegalensis,168.5,Medium,29.3,Forest,Dense habitats,1,Carnivore,-7.69,9.01,2.27,17.46,1221533.76,"The red-eyed puffback (Dryoscopus senegalensis) is a species of bird in the family Malaconotidae.
It is found in Nigeria and Central Africa.
Its natural habitat is subtropical or tropical moist lowland forests.",Least Concern
2831,5136,dryotriorchis spectabilis,596.5,Large,697.0,Forest,Dense habitats,1,Carnivore,-9.83,8.88,2.03,15.98,2884763.00,"The Congo serpent eagle (Dryotriorchis spectabilis) is a species of bird of prey in the family Accipitridae. It is the only member of the monotypic genus Dryotriorchis, although it was formerly placed in Circaetus. This species is distributed across the African tropical rainforest, including upper and lower Guinean forests. This serpent eagle specializes in hunting in these forests’ dark understories. It has two subspecies, the nominate subspecies Dryotriorchis spectabilis spectabilis and Dryotriorchis spectabilis batesi. Though monotypic, it appears to be very closely related to Circaetus. This hawk is a medium-sized bird with distinctive short, rounded wings and a long, rounded tail. It is varying shades of brown on its back and has a slight crest. Its breast is white with variable amounts of a rufous wash and, in the nominate subspecies, is covered in round, blackish spots. The subspecies D. s. batesi only has these dots on its flanks. The Congo serpent eagle closely resembles Cassin's hawk-eagle, and some ornithologists believe that this likeness is a rare example of avian mimicry. It is a very vocal raptor, and often is one of the most heard species in its habitat.",extant
2832,1968,dubusia castaneoventris,175.1,Medium,28.0,Forest,Dense habitats,1,Omnivore,-17.95,-7.08,-13.16,-71.77,131249.53,The chestnut-bellied mountain tanager (Dubusia castaneoventris) is a species of bird in the family Thraupidae.,Least Concern
2833,5235,dubusia taeniata,209.2,Medium,37.0,Forest,Dense habitats,1,Omnivore,-6.49,11.01,2.71,-75.62,212512.38,The buff-breasted mountain tanager (Dubusia taeniata) is a species of Neotropical bird in the tanager family Thraupidae.,Least Concern
2834,9225,ducula aenea,413.4,Large,545.0,Forest,Dense habitats,1,Herbivore,-10.32,28.15,12.16,102.13,5136924.07,"The green imperial pigeon (Ducula aenea) is a large forest pigeon. The large range extends from Nepal, southern India and Sri Lanka eastwards to southern China, Indonesia and the Philippines.",extant
2835,2542,ducula aurorae,410.6,Large,507.19,Forest,Semi-open habitats,1,Herbivore,-15.87,-15.80,-15.84,-148.26,25.10,The Polynesian imperial pigeon or Society Islands pigeon (Ducula aurorae) is a species of bird in the family Columbidae.  It is endemic to French Polynesia. Its natural habitat is subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest. It is threatened by habitat loss.,Endangered
2836,8283,ducula badia,432.3,Large,485.99,Forest,Semi-open habitats,1,Herbivore,-6.96,29.19,11.81,103.60,2976050.68,"The mountain imperial pigeon (Ducula badia), also known as the maroon-backed imperial pigeon or Hodgson's imperial pigeon, is a species of bird in the pigeon and dove family[2] with a wide range in southeastern Asia.",Least Concern
2837,3728,ducula bakeri,377.5,Large,394.0,Forest,Semi-open habitats,1,Herbivore,-16.38,-13.48,-15.30,167.51,4126.49,"The Vanuatu imperial pigeon or Baker's imperial pigeon[2] (Ducula bakeri) is a species of bird in the family Columbidae. It is endemic to Vanuatu and lives in forests. It is threatened by forest clearing, and the International Union for Conservation of Nature (IUCN) has assessed it as a vulnerable species.",Least Concern
2838,1859,ducula basilica,353.8,Large,507.19,Forest,Semi-open habitats,1,Herbivore,-0.92,2.65,0.87,128.00,22924.77,The cinnamon-bellied imperial pigeon or cinnamon imperial pigeon (Ducula basilica) is a species of bird in the family Columbidae. It is endemic to the northern Moluccas. Its natural habitat is subtropical or tropical moist lowland forests.,extant
2839,9587,ducula bicolor,384.0,Large,440.01,Forest,Semi-open habitats,2,Herbivore,-8.78,20.51,2.73,114.93,626352.20,"The pied imperial pigeon (Ducula bicolor) is a relatively large, pied species of pigeon. It is found in forest, woodland, mangrove, plantations and scrub in Southeast Asia, ranging from Myanmar and Thailand, throughout Indonesia and east to the Philippines (where it is locally called as camasu and balud-puti)[2] and the Bird's Head Peninsula in New Guinea. It is mainly found on small islands and in coastal regions.[3] It remains locally common, and is therefore considered to be of least concern by BirdLife International and IUCN.[1]",extant
2840,1397,ducula brenchleyi,358.7,Large,380.0,Forest,Semi-open habitats,1,Herbivore,-10.83,-8.32,-9.64,160.81,10822.88,The chestnut-bellied imperial pigeon (Ducula brenchleyi) is a species of bird in the family Columbidae. It is endemic to the southern Solomon Islands.,Near Threatened
2841,5919,ducula carola,355.3,Large,289.0,Forest,Dense habitats,1,Herbivore,5.56,18.65,12.01,122.92,222701.31,"The spotted imperial pigeon (Ducula carola), also known as the grey-necked imperial pigeon,[2] is a species of bird in the family Columbidae. Endemic to the Philippines, it lives in forests and forest edges but goes down to the limestone shorelines possibly to feed.[3] It is a vulnerable species threatened by habitat loss and hunting.",extant
2842,1860,ducula chalconota,389.1,Large,501.99,Forest,Semi-open habitats,1,Herbivore,-10.21,-0.44,-5.27,141.80,165349.32,"The Rufescent Imperial Pigeon (Ducula chalconota), also known as the Shining Imperial Pigeon,[2] is a rare species in the world of birds. According to The International Union for Conservative, this species is relatively unknown, and their concern is very minimal. The Union describes that this species is very stable and does not encounter threats from other species [3]  The trait of stability is vital in differentiating The Rufescent Imperial Pigeon from the other species confronting threats. This bird in specific does not frequently encounter threats because they are more reserved, quiet birds that tend to remain alone in their habitat. The habitat of these birds allows them to have the frequency of being independent but also gives them the chance to be with other birds. Rooting from the bird family in Columbidae, that also consists of pigeons and doves. In which this family is known for being frugivorous, meaning it primarily feeds on fruit, figs, and seeds. [4]",extant
2843,2976,ducula cineracea,394.0,Large,507.19,Forest,Semi-open habitats,1,Herbivore,-10.06,-7.63,-8.94,125.36,3484.29,The Timor imperial pigeon (Ducula cineracea) is a species of bird in the family Columbidae. It is found on Timor and Wetar. Its natural habitats are subtropical or tropical dry forests and subtropical or tropical moist montane forests. It is threatened by habitat loss.,extant
2844,4452,ducula concinna,484.6,Large,804.67,Forest,Semi-open habitats,1,Herbivore,-8.35,4.55,-5.26,129.98,10909.95,"The elegant imperial pigeon (Ducula concinna), also known as blue-tailed imperial-pigeon, is a large pigeon, with upperparts mainly dark blue-green in colour with an iridescent sheen.  Head, neck and underparts are mostly pale grey, with red-brown undertail coverts.",Least Concern
2845,620,ducula finschii,350.3,Large,343.9,Forest,Semi-open habitats,1,Herbivore,-6.29,-2.34,-5.08,150.91,38730.12,Finsch's imperial pigeon or growling imperial pigeon (Ducula finschii) is a bird species in the family Columbidae. It is endemic to Papua New Guinea. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.,Near Threatened
2846,6268,ducula forsteni,454.8,Large,509.99,Forest,Semi-open habitats,1,Herbivore,-5.70,1.76,-1.67,121.29,145694.29,"The white-bellied imperial pigeon (Ducula forsteni) is a species of bird in the pigeon family Columbidae. First described by the French ornithologist Charles Lucien Bonaparte in 1854, it is endemic to Indonesia, where it is found on Sulawesi, Buton, Taliabu, Togian, and Peleng. It inhabits primary forest, dense secondary forest, and isolated areas of hill forest. A large pigeon with a long tail, it measures 42.5–51.5 cm (16.7–20.3 in) long and weighs 510 g (18 oz) on average. Males are mainly green, with pale-grey heads and bellies, chestnut vents, and a pale grey tail band, along with a red orbital ring. Females are nearly identical, but have darker grey areas in their plumage.",Least Concern
2847,5754,ducula galeata,538.5,Large,605.0,Forest,Semi-open habitats,1,Herbivore,-8.94,-8.85,-8.88,-140.13,32.52,"The Marquesan imperial pigeon (Ducula galeata), also known as the Nukuhiva imperial-pigeon, Nukuhiva pigeon or Upe,[2] is a pigeon which is endemic to Nuku Hiva in the Marquesas Islands of French Polynesia. This pigeon is only found in some valleys in the western part of that island.",Endangered
2848,7426,ducula goliath,529.6,Large,600.0,Forest,Semi-open habitats,1,Herbivore,-22.70,-20.09,-21.34,165.50,16547.11,"The goliath imperial pigeon (Ducula goliath), also known as the New Caledonian imperial pigeon[2] and the notou,[3] is a species of bird in the family Columbidae. It is endemic to New Caledonia. Its natural habitat is humid forests. The International Union for Conservation of Nature (IUCN) has assessed it as a near-threatened species.",extant
2849,2782,ducula lacernulata,384.7,Large,150.0,Forest,Semi-open habitats,1,Herbivore,-9.11,-6.45,-7.93,113.78,68766.83,The dark-backed imperial pigeon (Ducula lacernulata) is a species of bird in the family Columbidae. It is endemic to the Lesser Sunda Islands.,extant
2850,2332,ducula latrans,421.3,Large,365.11,Forest,Semi-open habitats,1,Herbivore,-19.20,-15.71,-17.44,165.34,18045.38,"The barking imperial pigeon (Ducula latrans), also known as Peale's imperial pigeon, is a species of bird in the pigeon family Columbidae. It is endemic to Fiji, where it occurs on most of the medium and large islands.[2][3]",Least Concern
2851,4741,ducula luctuosa,431.7,Large,410.0,Woodland,Semi-open habitats,1,Herbivore,-5.70,1.88,-2.02,121.20,145005.34,"The silver-tipped imperial pigeon (Ducula luctuosa), also known as the white imperial pigeon or white-tipped imperial pigeon, is a relatively large species of bird in the family Columbidae. It is endemic to forest, woodland and mangrove on Sulawesi and smaller nearby islands.",Least Concern
2852,9643,ducula melanochroa,434.5,Large,665.0,Forest,Semi-open habitats,1,Herbivore,-6.29,-2.70,-5.19,150.92,36132.41,"The black imperial pigeon (Ducula melanochroa), also known as the Bismarck imperial pigeon, is a species of bird in the pigeon family, Columbidae. First described by English zoologist Philip Sclater in 1878, it is endemic to the Bismarck Archipelago, where it mainly inhabits rainforest and cloud forest in mountain areas above 500 m (1,600 ft). It is a large, heavily-built imperial pigeon, with a length of 38–43 cm (15–17 in) and a weight of 661–665 g (23.3–23.5 oz). Adults are almost entirely black, except for the dark chestnut undertail coverts, the silvery-grey underside of the tail, and a pale grey scaly pattern on the wings and back. Both sexes look alike. Juveniles differ from adults in having paler undertail coverts.",extant
2853,5735,ducula mindorensis,425.6,Large,507.19,Forest,Semi-open habitats,1,Herbivore,12.55,13.47,13.06,121.06,1211.40,"The Mindoro imperial pigeon (Ducula mindorensis), also known as Mindoro zone-tailed pigeon (Zonophaps mindorensis),[3] Great Mindoro pigeon or Pink-throated Imperial pigeon, is a bird species in the family Columbidae.[4] It is endemic to the mountains of Mindoro in central Philippines and is the largest pigeon in the country reaching 50cm in length.[4][5][6][7][8]",Endangered
2854,6285,ducula mullerii,402.3,Large,574.87,Forest,Semi-open habitats,1,Herbivore,-9.33,-1.47,-6.35,140.66,281060.32,The collared imperial pigeon (Ducula mullerii) is a large pigeon native to New Guinea and adjacent islands.,extant
2855,2234,ducula myristicivora,421.4,Large,534.99,Forest,Semi-open habitats,1,Herbivore,-2.06,0.04,-0.90,130.60,7545.93,"The spice imperial pigeon (Ducula myristicivora) is a species of bird in the family Columbidae. It is endemic to Indonesia, where it occurs in the eastern Moluccas and the Raja Ampat Islands. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical mangrove forests. It eats, and is an important disperser of seeds for, fleshy fruits.[2][3]",extant
2856,280,ducula neglecta,442.2,Large,667.0,Forest,Semi-open habitats,1,Herbivore,-3.88,-2.78,-3.22,129.38,18494.39,"The Seram imperial pigeon (Ducula neglecta) is a species of bird in the family Columbidae.
It is endemic to Indonesia where it is found on Seram and Ambon Islands in the Moluccas.",Least Concern
2857,3895,ducula oceanica,391.3,Large,371.53,Forest,Semi-open habitats,1,Herbivore,-1.56,9.64,6.48,150.81,1327.13,"The Micronesian imperial pigeon (Ducula oceanica), also known as the Micronesian pigeon,[2] and Belochel[3] is a species of bird in the family Columbidae (doves). It is found in Palau, the Caroline Islands, the Marshall Islands and Nauru. Its habitats include montane forests, secondary forests, forests on beaches, and mangroves. It is threatened by hunting and deforestation, and the IUCN has assessed it as a near-threatened species.",Not Evaluated
2858,4669,ducula pacifica,441.3,Large,394.2,Forest,Semi-open habitats,1,Herbivore,-22.71,-0.88,-16.84,106.36,29576.66,"The Pacific imperial pigeon, Pacific pigeon, Pacific fruit pigeon or lupe (Ducula pacifica) is a widespread pigeon species in the family Columbidae. It is found in American Samoa, the Cook Islands, the smaller islands of eastern Fiji, Kiribati,  Niue, the smaller satellite islands of Papua New Guinea, Samoa, Solomon Islands, Tokelau, Tonga, Tuvalu, Vanuatu, and Wallis and Futuna Islands.",extant
2859,4120,ducula perspicillata,444.1,Large,667.0,Forest,Semi-open habitats,1,Herbivore,-3.84,2.65,-0.40,127.65,34605.55,"The spectacled imperial pigeon (Ducula perspicillata) is a species of bird in the family Columbidae.
It is endemic to the Maluku Islands.",Least Concern
2860,8101,ducula pickeringii,415.6,Large,377.0,Forest,Semi-open habitats,2,Herbivore,2.12,9.67,5.40,122.20,3060.90,"The grey imperial pigeon (Ducula pickeringii) is a species of bird in the family Columbidae. It is found in the Sulu Archipelago, Miangas and Talaud Islands. Its natural habitats are tropical moist lowland forests and plantations. It is threatened by habitat loss.",Vulnerable
2861,5143,ducula pinon,435.6,Large,756.0,Forest,Semi-open habitats,1,Herbivore,-10.72,0.04,-5.35,140.99,635132.32,Pinon's imperial pigeon or Pinon imperial pigeon (Ducula pinon) is a species of bird in the family Columbidae. It is found in New Guinea. The species is named after Rose de Freycinet née Pinon. Several subspecies have been designated:,extant
2862,3815,ducula pistrinaria,417.3,Large,515.0,Forest,Semi-open habitats,1,Herbivore,-10.91,-1.32,-6.30,153.89,85422.33,"The island imperial pigeon or floury imperial pigeon (Ducula pistrinaria) is a species of bird in the family Columbidae. It is found in the Bismarck Archipelago and the Solomon Islands archipelago, living in primary and secondary forests and mangroves. The International Union for Conservation of Nature (IUCN) has assessed it as a least-concern species.",extant
2863,4102,ducula poliocephala,391.8,Large,555.0,Forest,Semi-open habitats,1,Herbivore,5.05,18.65,11.87,123.09,266333.85,"The pink-bellied imperial pigeon (Ducula poliocephala), also known as the zone-tailed pigeon, is found in the Philippines. It is a large fruit-eating bird reaching sizes of up to 42cm long.",Near Threatened
2864,3290,ducula radiata,367.4,Large,295.0,Forest,Dense habitats,1,Herbivore,-5.58,1.76,-1.90,121.16,154747.93,The grey-headed imperial pigeon (Ducula radiata) is a species of bird in the family Columbidae. It is endemic to Sulawesi in Indonesia. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.,Not Evaluated
2865,5541,ducula rosacea,404.3,Large,385.59,Forest,Semi-open habitats,1,Herbivore,-11.00,2.29,-8.46,124.60,61035.43,"The pink-headed imperial pigeon (Ducula rosacea) is a species of bird in the family Columbidae found in the Lesser Sunda Islands of Indonesia. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical mangrove forests, and subtropical or tropical moist shrubland. It is threatened by habitat loss.",Near Threatened
2866,4469,ducula rubricera,401.5,Large,652.0,Forest,Semi-open habitats,1,Herbivore,-10.91,-2.34,-6.31,153.92,72417.84,The red-knobbed imperial pigeon (Ducula rubricera) is a bird species in the family Columbidae. It is found in Bismarck Archipelago and the Solomon Islands archipelago. Its natural habitat is subtropical or tropical moist lowland forests. Red-knobbed imperial pigeons frequently forage in groups of five to ten individuals.[2],Least Concern
2867,5144,ducula rufigaster,336.6,Medium,436.0,Forest,Semi-open habitats,1,Herbivore,-10.73,0.04,-5.32,140.93,670937.24,The purple-tailed imperial pigeon (Ducula rufigaster) is a species of bird in the family Columbidae. It is found in New Guinea. Its natural habitat is subtropical or tropical moist lowland forests. It is sometimes affected by Gunabopicobia parasites.[2],Least Concern
2868,5997,ducula spilorrhoa,414.8,Large,464.0,Forest,Semi-open habitats,1,Herbivore,-21.96,-0.63,-11.43,139.12,518577.49,"The Torresian imperial pigeon (Ducula spilorrhoa), also known as the nutmeg pigeon, white nutmeg pigeon, Australian pied imperial pigeon or Torres Strait pigeon (Meriam Mir: deumer[2]), is a relatively large, pied species of pigeon. It is found in forest, woodland, savanna, mangrove and scrub in Australia (north-east Western Australia, north Northern Territory and north Queensland, including the Torres Strait Islands), New Guinea, Aru Islands, islands in the Geelvink Bay, D'Entrecasteaux Islands and Louisiade Archipelago.[3]",Least Concern
2869,880,ducula subflavescens,385.4,Large,440.01,Forest,Semi-open habitats,1,Herbivore,-6.31,-1.96,-5.01,150.62,47143.93,"The yellowish imperial pigeon (Ducula subflavescens), also known as the yellow-tinted imperial pigeon or Bismarck imperial pigeon (leading to easy confusion with D. melanochroa), is a relatively large species of bird in the family Columbidae. It is endemic to forest and woodland in the Bismarck Archipelago. It is threatened by habitat loss.",Near Threatened
2870,6439,ducula whartoni,456.9,Large,571.18,Forest,Semi-open habitats,1,Herbivore,-10.58,-10.42,-10.49,105.64,137.18,"The Christmas imperial pigeon or Christmas Island imperial pigeon (Ducula whartoni), also known as Black imperial pigeon, Dusky imperial pigeon, Wharton's imperial pigeon, or burong pergam , is a large imperial pigeon endemic to Christmas Island in the northeastern Indian Ocean. It has an overall grey-blue colouration, and juveniles are duller than adults. It makes a soft purring coo sound and a deeper whoo sound comparable to a cow mooing. It lays one glossy white egg per brood, and is possibly somewhat colonial.",Least Concern
2871,2878,ducula zoeae,379.6,Large,568.0,Forest,Semi-open habitats,1,Herbivore,-10.72,-0.34,-5.37,140.95,706706.05,"Zoe's imperial pigeon or Zoe imperial pigeon (Ducula zoeae), also known as the banded imperial pigeon, is a species of bird in the family Columbidae.
It is found in New Guinea.
Its natural habitats are subtropical or tropical moist lowland forest, subtropical or tropical mangrove forest, and subtropical or tropical moist montane forest.",Least Concern
2872,9480,dulus dominicus,187.0,Medium,48.4,Human Modified,Semi-open habitats,1,Herbivore,17.61,19.95,18.91,-71.27,74909.06,"The palmchat (Dulus dominicus) is a small, long-tailed passerine bird, the only species in the genus Dulus and the family Dulidae endemic to the Caribbean island of Hispaniola (split between the Dominican Republic and Haiti).  It is related to the waxwings, family Bombycillidae.  Its name reflects its strong association with palms for feeding, roosting, and nesting.",Least Concern
2873,10403,dumetella carolinensis,208.4,Medium,35.3,Shrubland,Dense habitats,3,Omnivore,28.33,55.06,42.61,-95.25,6824562.12,"The gray catbird (Dumetella carolinensis), also spelled grey catbird, is a medium-sized North American and Central American perching bird of the mimid family. It is the only member of the ""catbird"" genus Dumetella. Like the black catbird (Melanoptila glabrirostris), it is among the basal lineages of the Mimidae, probably a closer relative of the Caribbean thrasher and trembler assemblage than of the mockingbirds and Toxostoma thrashers.[2][3] In some areas it is known as the slate-colored mockingbird.[4]",Least Concern
